"gene_name","WT1","WT2","A1","A2"
"PA14_44780",7,11,14,23
"PA14_44800",7,5,37,32
"PA14_44820",0,0,1,3
"PA14_44830",43,32,232,228
"PA14_44840",34,26,101,86
"PA14_44850",87,66,166,171
"PA14_44860",45,31,61,81
"PA14_44880",62,50,128,110
"PA14_44890",9,3,47,37
"PA14_44900",97,49,229,219
"PA14_44910",201,134,562,617
"PA14_44920",397,259,1009,951
"PA14_44930",18,19,58,97
"PA14_44950",2,2,20,17
"PA14_44970",0,1,10,3
"PA14_44980",17,17,129,157
"PA14_44990",0,0,3,2
"PA14_45000",2,2,34,58
"PA14_45010",2,0,6,3
"PA14_45020",6,3,11,2
"PA14_45030",11,14,21,39
"PA14_45050",20,21,7,14
"PA14_45060",0,0,10,4
"PA14_45070",2,2,17,20
"PA14_45090",1,0,8,8
"PA14_45100",110,64,142,164
"PA14_45110",390,233,1112,1019
"PA14_45120",12,4,16,15
"PA14_45130",6,7,45,60
"PA14_45150",3,2,11,18
"PA14_45170",53,38,46,68
"PA14_45180",5,3,21,17
"PA14_45190",2,4,11,12
"PA14_45210",0,0,3,3
"PA14_45240",1,2,24,24
"PA14_45250",5,2,22,19
"PA14_45260",0,0,1,1
"PA14_45280",2,1,0,4
"PA14_45290",1,0,0,0
"PA14_45300",0,0,1,0
"PA14_45310",1,2,5,8
"PA14_45330",0,0,7,3
"PA14_45350",0,1,5,4
"PA14_45370",1,1,8,2
"PA14_45380",0,0,0,2
"PA14_45400",44,31,98,113
"PA14_45410",14,8,19,25
"PA14_45430",4,5,20,32
"PA14_45440",0,0,3,5
"PA14_45450",1,2,0,0
"PA14_45460",0,1,3,2
"PA14_45470",5,0,18,12
"PA14_45510",0,0,1,0
"PA14_45520",1,0,8,9
"PA14_45540",1,2,4,3
"PA14_45560",0,1,3,4
"PA14_45580",0,1,11,4
"PA14_45590",5,4,26,36
"PA14_45610",0,0,0,9
"PA14_45620",0,1,5,7
"PA14_45630",0,0,8,9
"PA14_45640",8,2,25,20
"PA14_45660",0,2,2,2
"PA14_45680",5,3,21,13
"PA14_45700",4,3,17,29
"PA14_45710",0,3,13,7
"PA14_45720",1,1,2,3
"PA14_45740",3,1,3,2
"PA14_45760",0,0,1,1
"PA14_45770",3,2,15,9
"PA14_45780",0,0,1,3
"PA14_45790",0,0,2,2
"PA14_45800",7,3,7,9
"PA14_45810",0,1,5,2
"PA14_45830",0,0,3,4
"PA14_45840",16,21,367,330
"PA14_45850",8,3,84,73
"PA14_45870",3,4,18,5
"PA14_45880",0,0,1,5
"PA14_45890",6,3,28,23
"PA14_45910",4,2,7,11
"PA14_45920",5,5,32,17
"PA14_45930",15,8,64,63
"PA14_45940",11,9,16,11
"PA14_45960",92,78,715,717
"PA14_45970",0,0,27,33
"PA14_45980",0,0,3,0
"PA14_46010",1,0,2,3
"PA14_46020",0,1,9,8
"PA14_46030",3,7,10,10
"PA14_46060",3,1,5,0
"PA14_46070",21,11,37,34
"PA14_46080",18,12,12,8
"PA14_46100",6,3,9,16
"PA14_46110",49,16,74,64
"PA14_46120",6,5,28,21
"PA14_46140",11,6,10,18
"PA14_46150",8,5,15,14
"PA14_46180",0,0,4,5
"PA14_46200",0,1,1,6
"PA14_46220",0,2,9,5
"PA14_46230",3,0,2,5
"PA14_46240",21,11,59,111
"PA14_46250",1,1,14,15
"PA14_46260",4,10,22,22
"PA14_46270",1,0,10,17
"PA14_46280",1,2,5,14
"PA14_46290",4,1,10,8
"PA14_46300",8,4,12,13
"PA14_46310",13,8,20,26
"PA14_46320",15,7,26,31
"PA14_46330",3,3,15,17
"PA14_46360",0,0,3,1
"PA14_46370",24,19,74,97
"PA14_46380",2,4,18,15
"PA14_46390",0,0,1,1
"PA14_46400",1,0,11,3
"PA14_46420",3,6,18,15
"PA14_46430",2,1,2,7
"PA14_46450",95,73,191,200
"PA14_46460",113,88,175,209
"PA14_46470",1,2,11,5
"PA14_46480",0,0,2,3
"PA14_46490",11,12,53,44
"PA14_46510",51,39,132,154
"PA14_46520",12,6,103,92
"PA14_46540",130,75,198,230
"PA14_46550",165,140,462,491
"PA14_46560",0,0,5,1
"PA14_46570",21,16,90,79
"PA14_46580",4,2,26,9
"PA14_46590",7,9,57,38
"PA14_46600",10,8,13,25
"PA14_46610",2,3,13,5
"PA14_46620",0,3,37,23
"PA14_46630",6,1,27,23
"PA14_46640",5,0,20,31
"PA14_46650",0,0,3,1
"PA14_46660",0,1,11,22
"PA14_46670",1,1,4,3
"PA14_46680",8,9,128,120
"PA14_46700",5,8,24,24
"PA14_46710",6,4,37,50
"PA14_46720",6,1,34,19
"PA14_46740",0,0,4,6
"PA14_46750",3,2,4,2
"PA14_46760",0,0,1,2
"PA14_46770",4,0,3,13
"PA14_46780",3,6,12,6
"PA14_46800",1,2,2,2
"PA14_46810",0,3,44,35
"PA14_46820",1,0,1,5
"PA14_46830",3,1,2,8
"PA14_46850",2,2,26,19
"PA14_46860",11,12,23,29
"PA14_46880",1,3,3,11
"PA14_46890",1,1,13,2
"PA14_46900",0,0,1,0
"PA14_46910",701,563,1626,1587
"PA14_46920",106,87,121,100
"PA14_46930",120,107,195,202
"PA14_46950",658,412,611,582
"PA14_46960",189,143,390,332
"PA14_46970",651,516,632,639
"PA14_46980",80,52,97,100
"PA14_46990",13,12,30,51
"PA14_47000",1,2,18,27
"PA14_47010",2,0,29,20
"PA14_47040",57,49,163,151
"PA14_47060",4,4,42,26
"PA14_47070",0,0,1,1
"PA14_47080",24,16,19,37
"PA14_47090",3,2,11,18
"PA14_47100",2,2,10,6
"PA14_47110",0,1,1,2
"PA14_47120",1,0,6,8
"PA14_47130",0,0,3,0
"PA14_47140",7,4,30,21
"PA14_47150",2,0,12,13
"PA14_47160",4,2,10,15
"PA14_47180",6,9,30,41
"PA14_47190",23,18,113,90
"PA14_47210",3,2,30,26
"PA14_47230",7,8,61,65
"PA14_47240",3,2,14,19
"PA14_47250",1,0,9,3
"PA14_47260",2,0,1,11
"PA14_47270",15,12,45,42
"PA14_47280",4,0,6,3
"PA14_47300",31,41,284,427
"PA14_47310",10,13,56,59
"PA14_47320",10,3,33,32
"PA14_47330",1,0,14,11
"PA14_47340",1,0,1,5
"PA14_47350",1,1,2,1
"PA14_47360",49,26,159,146
"PA14_47370",58,34,666,612
"PA14_47380",8,9,24,34
"PA14_47390",0,0,2,1
"PA14_47400",0,0,0,2
"PA14_47420",0,0,1,1
"PA14_47430",12,13,36,41
"PA14_47440",0,0,17,24
"PA14_47450",1,0,6,7
"PA14_47460",1,0,0,3
"PA14_47490",161,122,389,437
"PA14_47500",62,38,112,118
"PA14_47510",13,17,50,85
"PA14_47520",41,42,109,108
"PA14_47530",8,7,21,13
"PA14_47540",298,215,1394,1343
"PA14_47550",7,0,12,13
"PA14_47560",0,2,8,4
"PA14_47600",9,1,15,30
"PA14_47610",0,0,0,1
"PA14_47640",5,5,17,20
"PA14_47650",2,0,1,4
"PA14_47660",1,0,0,1
"PA14_47680",1,4,0,0
"PA14_47690",0,2,4,1
"PA14_47720",1,1,1,1
"PA14_47750",1,0,0,0
"PA14_47760",1,2,4,0
"PA14_47790",3,1,2,0
"PA14_47800",0,0,9,16
"PA14_47810",0,0,4,9
"PA14_47820",31,17,109,113
"PA14_47840",4,1,15,11
"PA14_47850",0,1,3,3
"PA14_47860",11,7,20,8
"PA14_47870",0,0,2,0
"PA14_47880",7,3,27,22
"PA14_47890",2,0,3,5
"PA14_47900",3,0,1,6
"PA14_47910",2,0,9,3
"PA14_47920",0,0,2,10
"PA14_47930",4,2,3,6
"PA14_47940",0,0,5,3
"PA14_47950",1,0,3,5
"PA14_47960",4,4,12,7
"PA14_47970",3,0,1,2
"PA14_48000",5,1,6,9
"PA14_48010",2,2,11,4
"PA14_48020",0,0,2,0
"PA14_48030",0,2,6,10
"PA14_48040",2,3,3,0
"PA14_48060",5,4,7,6
"PA14_48090",1,4,6,6
"PA14_48100",2,1,1,9
"PA14_48115",1,0,4,6
"PA14_48140",4,2,3,3
"PA14_48150",8,8,38,42
"PA14_48160",28,32,93,86
"PA14_48170",2,1,3,8
"PA14_48190",0,0,6,2
"PA14_48200",4,1,4,7
"PA14_48210",2,6,9,8
"PA14_48240",1,0,5,3
"PA14_48280",0,3,3,5
"PA14_48300",1,0,8,2
"PA14_48310",0,0,2,1
"PA14_48320",19,7,56,59
"PA14_48330",8,11,17,15
"PA14_48340",1,2,22,22
"PA14_48350",1,3,3,4
"PA14_48380",1,0,3,3
"PA14_48390",7,4,33,39
"PA14_48400",5,3,129,161
"PA14_48410",3,1,25,19
"PA14_48420",0,0,2,1
"PA14_48440",6,2,33,25
"PA14_48450",3,1,25,17
"PA14_48460",4,2,12,10
"PA14_48470",1,0,1,0
"PA14_48490",3,0,2,6
"PA14_48500",5,0,22,27
"PA14_48520",22,10,62,38
"PA14_48530",8,8,18,11
"PA14_48540",5,7,2,1
"PA14_48550",5,3,2,1
"PA14_48560",56,33,21,17
"PA14_48570",28,19,18,14
"PA14_48590",42,25,10,9
"PA14_48600",20,10,11,8
"PA14_48610",6,5,5,5
"PA14_48620",7,3,1,7
"PA14_48630",3,3,4,5
"PA14_48640",6,6,5,2
"PA14_48650",4,4,17,11
"PA14_48660",5,2,28,42
"PA14_48680",5,3,19,22
"PA14_48700",14,12,52,66
"PA14_48710",0,0,23,25
"PA14_48730",0,0,6,2
"PA14_48740",1,3,0,2
"PA14_48750",1,0,4,1
"PA14_48760",0,0,3,6
"PA14_48770",9,4,32,37
"PA14_48780",1,1,4,1
"PA14_48790",0,0,6,5
"PA14_48800",0,0,3,0
"PA14_48810",0,0,19,28
"PA14_48830",1,0,9,1
"PA14_48840",6,4,5,14
"PA14_48850",0,5,0,11
"PA14_48860",1,1,4,3
"PA14_48870",5,0,20,21
"PA14_48880",21,18,74,105
"PA14_48890",16,8,72,62
"PA14_48910",25,20,38,40
"PA14_48920",2,1,17,20
"PA14_48930",7,7,19,16
"PA14_48940",0,0,0,5
"PA14_48950",1,1,2,4
"PA14_48970",0,0,2,2
"PA14_48990",0,0,1,4
"PA14_49000",0,0,0,1
"PA14_49010",0,0,9,2
"PA14_49040",16,12,31,32
"PA14_49050",13,8,46,82
"PA14_49060",0,0,6,12
"PA14_49070",4,0,7,7
"PA14_49080",6,3,21,9
"PA14_49090",3,2,6,9
"PA14_49100",3,1,5,7
"PA14_49110",2,1,15,12
"PA14_49130",11,4,32,12
"PA14_49150",24,21,67,74
"PA14_49160",3,2,29,18
"PA14_49170",0,0,13,5
"PA14_49180",3,0,1,1
"PA14_49200",3,1,10,16
"PA14_49210",35,16,9,16
"PA14_49220",2,3,1,2
"PA14_49230",18,12,10,10
"PA14_49250",138,97,75,73
"PA14_49260",15,14,11,7
"PA14_49270",22,11,12,10
"PA14_49280",4,7,4,3
"PA14_49290",10,6,152,128
"PA14_49300",5,2,27,13
"PA14_49310",1,1,0,1
"PA14_49320",2,0,9,7
"PA14_49330",14,6,19,12
"PA14_49340",4,4,13,10
"PA14_49350",0,0,6,8
"PA14_49360",10,12,39,31
"PA14_49380",12,10,69,54
"PA14_49390",17,16,123,121
"PA14_49400",64,33,179,192
"PA14_49410",2,5,24,18
"PA14_49420",4,4,6,8
"PA14_49440",1,3,0,0
"PA14_49460",490,312,1572,1332
"PA14_49470",1082,700,1880,1991
"PA14_49500",7,0,20,8
"PA14_49520",42,38,297,333
"PA14_49530",14,14,59,26
"PA14_49540",19,9,48,33
"PA14_49560",5,6,37,33
"PA14_49570",1,0,6,11
"PA14_49580",1,3,1,8
"PA14_49590",0,0,5,5
"PA14_49610",0,1,1,3
"PA14_49620",4,4,33,18
"PA14_49630",5,0,25,22
"PA14_49640",26,25,183,217
"PA14_49650",14,6,18,26
"PA14_49660",3,0,4,4
"PA14_49680",0,0,0,1
"PA14_49690",1,5,11,7
"PA14_49700",1,2,3,0
"PA14_49710",21,8,33,19
"PA14_49720",0,0,1,1
"PA14_49730",0,0,3,2
"PA14_49740",1,2,12,21
"PA14_49750",7,2,7,8
"PA14_49760",22,14,10,7
"PA14_49780",2,0,1,0
"PA14_49790",2,0,3,3
"PA14_49800",90,51,299,243
"PA14_49810",40,20,151,129
"PA14_49820",1,3,4,11
"PA14_49840",3,2,10,8
"PA14_49850",329,174,65,56
"PA14_49870",10,4,7,9
"PA14_49880",9,7,56,42
"PA14_49890",2,16,44,42
"PA14_49900",72,39,80,100
"PA14_49910",51,33,140,137
"PA14_49920",17,7,111,144
"PA14_49930",21,22,96,99
"PA14_49940",70,78,221,220
"PA14_49960",34,24,149,169
"PA14_49970",5,3,45,34
"PA14_49990",104,81,743,770
"PA14_50000",9,11,122,106
"PA14_50010",1,2,30,26
"PA14_50020",0,0,2,2
"PA14_50030",10,15,36,45
"PA14_50040",1,0,7,2
"PA14_50050",0,0,1,2
"PA14_50060",360,243,567,503
"PA14_50070",2,4,74,88
"PA14_50080",0,0,2,9
"PA14_50100",5,1,12,29
"PA14_50110",8,5,18,27
"PA14_50130",0,3,12,20
"PA14_50140",1,3,13,17
"PA14_50160",2,1,3,2
"PA14_50180",0,3,14,14
"PA14_50200",0,0,0,1
"PA14_50220",0,2,13,14
"PA14_50240",2,1,23,21
"PA14_50250",8,5,62,40
"PA14_50270",2,3,29,21
"PA14_50280",2,1,5,10
"PA14_50290",7,4,16,16
"PA14_50300",8,2,53,33
"PA14_50310",5,5,7,6
"PA14_50320",3,1,0,0
"PA14_50330",0,0,3,4
"PA14_50340",19,19,94,103
"PA14_50360",12,8,66,88
"PA14_50380",6,2,13,15
"PA14_50410",2,2,15,13
"PA14_50420",0,0,4,6
"PA14_50430",0,0,2,8
"PA14_50440",0,0,1,3
"PA14_50450",17,9,43,48
"PA14_50460",14,7,25,39
"PA14_50470",2,3,14,12
"PA14_50480",4,2,28,11
"PA14_50500",3,3,9,20
"PA14_50510",51,17,47,66
"PA14_50520",1416,924,3862,4102
"PA14_50530",93,85,181,208
"PA14_50540",77,52,137,171
"PA14_50550",101,60,189,201
"PA14_50560",59,37,93,93
"PA14_50570",0,0,4,0
"PA14_50590",3,0,6,5
"PA14_50600",0,0,1,3
"PA14_50610",6,9,21,21
"PA14_50620",1,4,12,4
"PA14_50630",42,38,134,159
"PA14_50640",8,9,62,51
"PA14_50650",4,2,7,20
"PA14_50660",4,0,16,22
"PA14_50670",0,0,5,10
"PA14_50680",0,0,0,1
"PA14_50690",0,0,1,0
"PA14_50700",0,2,6,7
"PA14_50710",5,1,19,21
"PA14_50720",1,0,4,3
"PA14_50730",4,3,13,19
"PA14_50740",13,21,156,123
"PA14_50750",13,11,315,305
"PA14_50760",0,4,40,40
"PA14_50770",42,32,56,75
"PA14_50790",1,0,1,3
"PA14_50800",0,0,0,3
"PA14_50810",2,1,3,5
"PA14_50820",0,0,17,13
"PA14_50830",0,1,40,56
"PA14_50840",0,2,17,20
"PA14_50850",1,3,19,17
"PA14_50860",4,0,16,7
"PA14_50870",3,3,4,3
"PA14_50880",0,0,4,0
"PA14_50890",26,19,95,95
"PA14_50900",2,8,41,30
"PA14_50910",13,8,18,15
"PA14_50920",5,9,31,39
"PA14_50930",1,0,11,17
"PA14_50940",52,38,421,448
"PA14_50950",7,8,100,123
"PA14_50970",31,18,106,93
"PA14_50980",86,68,218,170
"PA14_51000",4,6,12,18
"PA14_51010",0,0,6,4
"PA14_51020",0,0,0,2
"PA14_51040",2,1,0,10
"PA14_51050",3,0,7,17
"PA14_51060",7,7,50,52
"PA14_51070",0,0,17,28
"PA14_51080",1,0,6,2
"PA14_51090",1,0,10,8
"PA14_51100",0,1,3,2
"PA14_51110",0,0,1,3
"PA14_51120",0,0,1,0
"PA14_51150",15,4,33,39
"PA14_51160",0,0,5,5
"PA14_51170",8,4,7,5
"PA14_51190",2,3,9,6
"PA14_51200",2,1,6,5
"PA14_51205",22,8,48,70
"PA14_51220",2,1,24,21
"PA14_51230",1,3,3,2
"PA14_51240",121,102,157,195
"PA14_51250",1,2,10,10
"PA14_51260",0,0,16,5
"PA14_51270",2,0,6,6
"PA14_51280",14,16,119,88
"PA14_51290",180,105,459,465
"PA14_51300",11,5,46,47
"PA14_51310",0,0,0,3
"PA14_51320",38,35,181,205
"PA14_51330",21,14,38,26
"PA14_51340",234,155,1126,1080
"PA14_51350",26,22,119,123
"PA14_51360",2,1,34,42
"PA14_51380",0,0,4,4
"PA14_51390",9,3,21,26
"PA14_51410",3,2,15,11
"PA14_51420",0,0,1,0
"PA14_51430",0,0,9,6
"PA14_51440",22,20,95,105
"PA14_51450",29,13,84,94
"PA14_51460",1,1,26,43
"PA14_51470",8,4,41,35
"PA14_51480",0,3,11,15
"PA14_51490",14,8,21,42
"PA14_51500",4,8,29,24
"PA14_51510",47,18,101,89
"PA14_51520",8,8,10,13
"PA14_51530",59,27,147,151
"PA14_51540",30,27,143,159
"PA14_51550",24,7,122,108
"PA14_51560",8,7,101,64
"PA14_51570",1,0,5,2
"PA14_51630",263,171,633,641
"PA14_51640",20,14,63,67
"PA14_51650",36,16,82,81
"PA14_51660",19,8,15,35
"PA14_51670",61,41,200,238
"PA14_51680",15,12,39,37
"PA14_51690",0,0,4,3
"PA14_51710",2,3,8,11
"PA14_51720",23,11,102,125
"PA14_51730",1,1,13,14
"PA14_51740",1,2,3,5
"PA14_51750",10,5,36,35
"PA14_51770",5,7,20,27
"PA14_51780",8,13,96,75
"PA14_51790",0,0,3,8
"PA14_51800",0,0,1,1
"PA14_51810",4,1,24,13
"PA14_51820",8,1,30,35
"PA14_51830",625,482,1639,1665
"PA14_51850",2,1,8,5
"PA14_51860",1,5,5,9
"PA14_51880",4293,2757,5665,5761
"PA14_51890",11,14,51,39
"PA14_51900",392,275,1312,1153
"PA14_51910",117,89,356,289
"PA14_51920",1,3,4,5
"PA14_51930",0,0,0,3
"PA14_51940",10,6,39,26
"PA14_51950",5,1,20,18
"PA14_51960",5,11,127,138
"PA14_51980",53,35,266,323
"PA14_51990",13,13,86,83
"PA14_52000",2,1,22,26
"PA14_52010",3,1,49,23
"PA14_52020",0,1,10,13
"PA14_52040",66,56,380,364
"PA14_52050",32,34,311,225
"PA14_52060",281,221,2087,2028
"PA14_52070",1,1,28,27
"PA14_52080",176,153,322,304
"PA14_52090",3,2,18,20
"PA14_52110",0,2,3,3
"PA14_52120",24,13,74,80
"PA14_52130",1,1,23,9
"PA14_52140",13,4,69,50
"PA14_52150",90,80,615,594
"PA14_52160",2,1,33,17
"PA14_52180",1,2,9,2
"PA14_52190",7,9,13,25
"PA14_52210",3,5,16,14
"PA14_52230",4,4,32,31
"PA14_52240",3,1,6,3
"PA14_52250",0,2,1,10
"PA14_52260",90,77,163,190
"PA14_52270",19,12,35,35
"PA14_52280",20,10,73,71
"PA14_52290",10,10,105,97
"PA14_52300",9,4,30,32
"PA14_52310",1,1,12,13
"PA14_52320",3637,4356,4871,7028
"PA14_52330",36,28,180,178
"PA14_52340",2,5,50,32
"PA14_52350",85,60,112,100
"PA14_52370",70,46,124,108
"PA14_52380",31,24,37,48
"PA14_52400",10,6,18,25
"PA14_52420",15,15,120,93
"PA14_52430",0,0,60,61
"PA14_52440",0,0,22,16
"PA14_52460",2,2,12,11
"PA14_52465",3,2,7,5
"PA14_52480",3,3,11,11
"PA14_52490",3,3,7,4
"PA14_52500",0,0,0,1
"PA14_52510",1,0,3,2
"PA14_52520",12,5,25,26
"PA14_52530",19,19,24,48
"PA14_52540",0,0,0,2
"PA14_52570",1,0,6,13
"PA14_52580",10,10,52,51
"PA14_52600",10,4,27,20
"PA14_52610",0,0,3,10
"PA14_52630",1,1,6,9
"PA14_52640",1,0,1,5
"PA14_52660",0,2,3,6
"PA14_52670",2,1,2,5
"PA14_52690",1,0,2,4
"PA14_52700",3,2,2,5
"PA14_52720",11,7,23,21
"PA14_52730",3,1,11,10
"PA14_52740",8,3,33,25
"PA14_52750",4,4,15,9
"PA14_52760",1,2,6,8
"PA14_52770",3,1,15,8
"PA14_52780",0,0,6,0
"PA14_52790",0,0,8,6
"PA14_52800",64,48,188,208
"PA14_52810",18,17,77,102
"PA14_52820",1,1,8,9
"PA14_52840",2,5,17,30
"PA14_52850",1,1,3,5
"PA14_52870",1,0,3,6
"PA14_52880",0,0,2,3
"PA14_52900",2,1,4,7
"PA14_52910",0,0,5,9
"PA14_52920",10,5,52,31
"PA14_52930",9,2,62,49
"PA14_52940",15,8,17,26
"PA14_52960",11,6,89,109
"PA14_52980",2,2,17,20
"PA14_52990",618,502,1417,1428
"PA14_53000",612,414,922,910
"PA14_53010",338,262,370,349
"PA14_53020",45,44,352,325
"PA14_53030",24,19,59,55
"PA14_53040",0,3,10,10
"PA14_53050",5,7,36,35
"PA14_53070",8,6,33,21
"PA14_53090",1,0,6,7
"PA14_53100",2,0,2,2
"PA14_53110",1,5,7,8
"PA14_53120",0,1,4,15
"PA14_53140",16,10,55,54
"PA14_53150",7,1,12,22
"PA14_53160",2,0,4,1
"PA14_53180",4,7,30,34
"PA14_53190",1,1,8,16
"PA14_53200",5,1,16,20
"PA14_53210",36,19,105,122
"PA14_53220",83,50,100,124
"PA14_53230",28,28,30,50
"PA14_53250",490,379,190,213
"PA14_53260",16,10,36,32
"PA14_53270",1,2,10,6
"PA14_53290",1,2,7,4
"PA14_53300",2,3,6,5
"PA14_53310",37,17,55,75
"PA14_53330",13,14,154,159
"PA14_53340",5,6,13,6
"PA14_53360",10,12,46,46
"PA14_53370",12,2,17,39
"PA14_53380",3,0,1,3
"PA14_53390",0,0,1,0
"PA14_53400",2,1,15,9
"PA14_53410",0,0,4,11
"PA14_53420",0,0,15,4
"PA14_53430",0,1,3,2
"PA14_53470",186,109,519,622
"PA14_53480",576,443,900,927
"PA14_53490",42,24,246,256
"PA14_53500",3,0,27,19
"PA14_53510",1,1,4,7
"PA14_53520",3,0,7,9
"PA14_53530",21,7,21,20
"PA14_53540",1,0,5,6
"PA14_53550",0,1,10,9
"PA14_53560",0,11,26,21
"PA14_53570",39,18,179,187
"PA14_53580",292,184,732,769
"PA14_53620",8,5,2,4
"PA14_53630",5,1,7,16
"PA14_53640",1,3,7,4
"PA14_53660",75,49,212,198
"PA14_53670",11,10,98,100
"PA14_53680",0,1,3,8
"PA14_53690",0,0,3,3
"PA14_53700",1,0,6,1
"PA14_53720",18,23,158,179
"PA14_53730",5,5,23,21
"PA14_53740",0,1,3,9
"PA14_53750",0,2,16,13
"PA14_53770",5,1,13,11
"PA14_53780",6,0,15,19
"PA14_53790",5,1,38,40
"PA14_53800",1,4,15,6
"PA14_53810",1,3,7,11
"PA14_53820",1,1,12,11
"PA14_53830",2,0,2,8
"PA14_53840",855,558,17889,16415
"PA14_53850",7,11,57,53
"PA14_53860",0,0,15,18
"PA14_53870",0,1,5,4
"PA14_53880",0,0,7,12
"PA14_53900",27,19,89,123
"PA14_53910",5,4,19,23
"PA14_53920",10,6,37,30
"PA14_53940",70,44,186,151
"PA14_53950",228,165,825,971
"PA14_53970",59,65,149,161
"PA14_53980",64,41,71,74
"PA14_54000",58,31,98,109
"PA14_54010",5,1,8,6
"PA14_54030",0,0,1,5
"PA14_54040",2,2,15,27
"PA14_54050",1,0,2,4
"PA14_54070",0,0,3,5
"PA14_54080",26,24,21,41
"PA14_54090",0,1,10,4
"PA14_54110",0,0,3,1
"PA14_54120",0,0,0,2
"PA14_54130",23,13,58,70
"PA14_54150",14,11,20,30
"PA14_54170",5,7,20,26
"PA14_54180",11,10,14,16
"PA14_54210",1717,1256,536,705
"PA14_54220",80,67,135,147
"PA14_54230",6,6,42,48
"PA14_54240",8,9,5,13
"PA14_54260",13,5,181,149
"PA14_54270",9,4,221,189
"PA14_54290",0,5,15,11
"PA14_54300",0,0,4,2
"PA14_54320",0,3,4,6
"PA14_54330",0,0,2,0
"PA14_54340",0,1,4,4
"PA14_54350",5,4,20,34
"PA14_54370",11,13,33,40
"PA14_54390",1,1,10,9
"PA14_54400",1,1,8,2
"PA14_54410",0,3,5,1
"PA14_54430",2,1,5,6
"PA14_54450",122,58,314,303
"PA14_54460",1,1,6,0
"PA14_54470",1,1,6,4
"PA14_54480",38,16,250,199
"PA14_54490",43,33,282,240
"PA14_54500",2,3,3,5
"PA14_54510",0,0,0,1
"PA14_54520",94,68,475,442
"PA14_54540",147,96,471,521
"PA14_54550",5,4,7,13
"PA14_54570",54,39,93,87
"PA14_54580",15,11,50,53
"PA14_54590",2,5,3,6
"PA14_54600",2,0,17,17
"PA14_54610",0,1,0,11
"PA14_54620",58,35,60,74
"PA14_54630",47,29,40,43
"PA14_54640",42,36,34,48
"PA14_54660",46,30,36,27
"PA14_54670",16,13,24,25
"PA14_54690",0,2,7,7
"PA14_54700",1,1,12,13
"PA14_54710",4,1,12,23
"PA14_54720",4,7,4,21
"PA14_54730",2,2,11,12
"PA14_54750",0,0,1,0
"PA14_54760",21,12,35,34
"PA14_54770",5,4,13,37
"PA14_54790",1,0,8,18
"PA14_54800",6,11,45,36
"PA14_54810",10,7,32,19
"PA14_54820",10,7,70,51
"PA14_54830",56,27,279,248
"PA14_54840",2476,2156,5134,4368
"PA14_54860",8,2,205,192
"PA14_54870",18,5,108,88
"PA14_54880",73,39,140,116
"PA14_54890",5,4,31,24
"PA14_54900",5,7,51,37
"PA14_54910",0,2,18,19
"PA14_54920",60,71,276,332
"PA14_54930",22,21,97,110
"PA14_54950",5,3,16,22
"PA14_54960",0,2,3,6
"PA14_54970",10,9,78,95
"PA14_54980",9,4,13,36
"PA14_55000",1,2,10,12
"PA14_55020",2,0,7,8
"PA14_55030",1,3,10,10
"PA14_55040",1,0,7,5
"PA14_55050",88,67,232,189
"PA14_55060",10,6,115,105
"PA14_55080",343,235,760,850
"PA14_55100",5,2,8,11
"PA14_55110",3,1,7,4
"PA14_55130",1,1,5,15
"PA14_55140",1,1,14,12
"PA14_55150",22,13,111,102
"PA14_55160",1,4,19,23
"PA14_55170",32,35,133,148
"PA14_55180",701,397,2346,2410
"PA14_55200",12,11,38,34
"PA14_55220",0,4,5,8
"PA14_55230",0,5,31,49
"PA14_55250",0,0,1,1
"PA14_55280",0,0,0,3
"PA14_55290",0,0,4,0
"PA14_55300",10,6,2,4
"PA14_55320",1,4,14,8
"PA14_55330",2,0,6,3
"PA14_55340",0,0,2,1
"PA14_55360",0,0,12,3
"PA14_55380",1,0,9,6
"PA14_55400",19,12,30,33
"PA14_55410",35,28,119,159
"PA14_55430",2,1,9,16
"PA14_55440",3,1,3,6
"PA14_55450",9,1,9,10
"PA14_55460",0,1,1,1
"PA14_55470",0,0,0,1
"PA14_55480",0,0,1,0
"PA14_55490",0,0,0,4
"PA14_55500",0,0,4,2
"PA14_55510",0,0,1,0
"PA14_55520",24,13,16,14
"PA14_55530",1,1,1,5
"PA14_55540",1,0,20,15
"PA14_55550",0,0,0,3
"PA14_55560",0,0,1,1
"PA14_55570",6,4,16,15
"PA14_55580",5,4,7,3
"PA14_55590",1,0,0,5
"PA14_55600",2,2,10,14
"PA14_55610",17,10,26,25
"PA14_55620",2,0,0,0
"PA14_55631",0,0,4,6
"PA14_55634",1,1,2,5
"PA14_55635",1,1,1,0
"PA14_55637",1,0,7,6
"PA14_55640",51,59,169,188
"PA14_55650",97,77,133,173
"PA14_55660",1,2,10,6
"PA14_55670",2,0,4,8
"PA14_55690",4,5,11,25
"PA14_55710",4,0,1,8
"PA14_55720",1,0,31,32
"PA14_55730",9,5,13,29
"PA14_55740",10,8,6,7
"PA14_55750",0,0,9,5
"PA14_55770",29,23,503,460
"PA14_55780",2,4,16,12
"PA14_55790",0,2,5,10
"PA14_55800",4,8,23,43
"PA14_55810",72,55,48,84
"PA14_55820",52,21,67,59
"PA14_55840",1,0,3,6
"PA14_55850",0,0,0,2
"PA14_55860",3,5,22,18
"PA14_55880",0,0,2,5
